,Other_Road_List
812,"w estate,we street,toll way,houston toll way,sam houston toll way,for estate,briar for estate,at briar for estate,briar forest,at briar forest,southbound at briar forest,fo rest,briar fo rest,at briar fo rest,fore street,briar fore street,at briar fore street,forest drive,briar forest drive,at briar forest drive,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
813,"belt way,at belt way,eastbound at belt way,8-w estate,beltway 8-w estate,at beltway 8-w estate,8-we street,beltway 8-we street,at beltway 8-we street,wa terrace,high wa terrace,- high wa terrace"
814,"gu loaf,ih-45 gu loaf,scars dale,at scars dale,northbound at scars dale,scarsdale boulevard,at scarsdale boulevard,northbound at scarsdale boulevard,wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
815,"toll road,hardy toll road,belt way,at belt way,southbound at belt way,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
816,"belt way,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
817,"belt way,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
818,"belt way,wa terrace,high wa terrace,- high wa terrace"
819,"toll way,houston toll way,sam houston toll way,cullen boulevard,fm-865 cullen boulevard,at fm-865 cullen boulevard,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
820,"south loop,ih-610 south loop,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
821,"toll way,tomball toll way,wa terrace,high wa terrace,- high wa terrace"
822,"silber road,at silber road,eastbound at silber road,wa terrace,high wa terrace,- high wa terrace"
823,"toll way,tomball toll way,wa terrace,high wa terrace,- high wa terrace"
824,"belt way,wa terrace,high wa terrace,- high wa terrace"
825,"toll road,hardy toll road,york road,little york road,at little york road,wa terrace,high wa terrace,- high wa terrace"
826,"gregor drive,mac gregor drive,at mac gregor drive,wa terrace,high wa terrace,- high wa terrace"
827,"south loop,ih-610 south loop,at ih-610 south loop,wa terrace,high wa terrace,- high wa terrace"
828,"wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
829,"richey road,before richey road,southbound before richey road,wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
830,"af terrace,northbound af terrace,north northbound af terrace,richey road,after richey road,northbound after richey road,wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
831,"hall street,holly hall street,at holly hall street,wa terrace,high wa terrace,- high wa terrace"
832,"holcombe boulevard,at holcombe boulevard,southbound at holcombe boulevard,wa terrace,high wa terrace,- high wa terrace"
833,"south loop,ih-610 south loop,po street,s po street,at s po street,oak road,post oak road,s post oak road,wa terrace,high wa terrace,- high wa terrace"
834,"west park,toll way,westpark toll way,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
835,"holcombe boulevard,at holcombe boulevard,northbound at holcombe boulevard,wa terrace,high wa terrace,- high wa terrace"
836,"southmore boulevard,at southmore boulevard,northbound at southmore boulevard,wa terrace,high wa terrace,- high wa terrace"
837,"gregor drive,mac gregor drive,at mac gregor drive,wa terrace,high wa terrace,- high wa terrace"
838,"wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
839,"toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace,frontage road,2 frontage road,affected: 2 frontage road"
840,"air port,at air port,southbound at air port,airport boulevard,at airport boulevard,southbound at airport boulevard,wa terrace,high wa terrace,- high wa terrace,frontage road,2 frontage road,affected: 2 frontage road"
841,"bell fort,at bell fort,northbound at bell fort,bellfort boulevard,at bellfort boulevard,northbound at bellfort boulevard,wa terrace,high wa terrace,- high wa terrace,frontage road,2 frontage road,affected: 2 frontage road"
842,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,at greens,southbound at greens,freeway southbound at greens,greens road,at greens road,southbound at greens road,wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
843,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,at greens,northbound at greens,freeway northbound at greens,greens road,at greens road,northbound at greens road,wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
844,"ea street,toll way,houston toll way,sam houston toll way,genoa-red bluff,at genoa-red bluff,northbound at genoa-red bluff"
845,"patterson road,at patterson road,southbound at patterson road,wa terrace,high wa terrace,- high wa terrace"
846,"at park,northbound at park,sh-6 northbound at park,park row,at park row,northbound at park row,wa terrace,high wa terrace,- high wa terrace"
847,"toll way,houston toll way,sam houston toll way,p key,memorial p key,veterans memorial p key,memorial parkway,veterans memorial parkway,at veterans memorial parkway,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
848,"northw estate,us-290 northw estate,northwe street,us-290 northwe street,bin ford,at bin ford,eastbound at bin ford,binfo road,at binfo road,eastbound at binfo road,wa terrace,high wa terrace,- high wa terrace"
849,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,rankin road,at rankin road,southbound at rankin road,wa terrace,high wa terrace,- high wa terrace,frontage road,2 frontage road,affected: 2 frontage road"
850,"belt way,at belt way,southbound at belt way,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
851,"toll road,hardy toll road,crosstimbers street,at crosstimbers street,northbound at crosstimbers street,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
852,"southw estate,ih-69 southw estate,southwe street,ih-69 southwe street"
853,"belt way,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
854,"toll way,houston toll way,sam houston toll way,v alley,imperial v alley,at imperial v alley,imperial valley,at imperial valley,westbound at imperial valley,valley drive,imperial valley drive,at imperial valley drive,wa terrace,high wa terrace,- high wa terrace"
855,"toll road,hardy toll road,york road,little york road,at little york road,wa terrace,high wa terrace,- high wa terrace"
856,"belt way,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
857,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,jacinto river,san jacinto river,at san jacinto river,wa terrace,high wa terrace,- high wa terrace"
858,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,jacinto river,san jacinto river,at san jacinto river,wa terrace,high wa terrace,- high wa terrace,frontage road,1 frontage road,affected: 1 frontage road"
859,"ea street,ih-10 ea street,jensen drive,at jensen drive,westbound at jensen drive,wa terrace,high wa terrace,- high wa terrace"
860,"belt way,wa terrace,high wa terrace,- high wa terrace"
861,"southw estate,ih-69 southw estate,southwe street,ih-69 southwe street,w estate,ih-610 w estate,at ih-610 w estate,we street,ih-610 we street,at ih-610 we street,west loop,ih-610 west loop,at ih-610 west loop,wa terrace,high wa terrace,- high wa terrace"
862,"belt way,wa terrace,high wa terrace,- high wa terrace"
863,"avewestcott street,washington avewestcott street,at washington avewestcott street,wa terrace,high wa terrace,- high wa terrace"
864,"ea street,ih-10 ea street,lockwood drive,at lockwood drive,westbound at lockwood drive,wa terrace,high wa terrace,- high wa terrace"
865,"af terrace,eastbound af terrace,katy eastbound af terrace,gessner drive,after gessner drive,eastbound after gessner drive,wa terrace,high wa terrace,- high wa terrace,frontage road,4 frontage road,affected: 4 frontage road"
866,"toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
867,"gu loaf,ih-45 gu loaf,tellepsen street,at tellepsen street,southbound at tellepsen street,frontage road,3 frontage road,affected: 3 frontage road"
868,"gu loaf,ih-45 gu loaf,tellepsen street,at tellepsen street,northbound at tellepsen street,wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
869,"w estate,we street,toll way,houston toll way,sam houston toll way,bellaire boulevard,at bellaire boulevard,northbound at bellaire boulevard,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
870,"north loop,ih-610 north loop,at ih-610 north loop,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
871,"kickapoo road,at kickapoo road,eastbound at kickapoo road,wa terrace,high wa terrace,- high wa terrace"
872,"toll way,houston toll way,sam houston toll way,bell fort,at bell fort,westbound at bell fort"
873,"belt way,at belt way,eastbound at belt way,8-w estate,beltway 8-w estate,at beltway 8-w estate,8-we street,beltway 8-we street,at beltway 8-we street,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
874,"gu loaf,ih-45 gu loaf,trav island,at trav island,northbound at trav island,tra vista,at tra vista,northbound at tra vista,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
875,"west park,toll way,westpark toll way,belt way,at belt way,westbound at belt way,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
876,"belt way,at belt way,westbound at belt way,8-w estate,beltway 8-w estate,at beltway 8-w estate,8-we street,beltway 8-we street,at beltway 8-we street,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
877,"belt way,wa terrace,high wa terrace,- high wa terrace"
878,"winters road,at winters road,northbound at winters road,wa terrace,high wa terrace,- high wa terrace"
879,"wa terrace,high wa terrace,- high wa terrace"
880,"belt way,at belt way,westbound at belt way,8-ea street,beltway 8-ea street,at beltway 8-ea street,wa terrace,high wa terrace,- high wa terrace"
881,"af terrace,eastbound af terrace,katy eastbound af terrace,w estate,ih-610 w estate,after ih-610 w estate,we street,ih-610 we street,after ih-610 we street,west loop,ih-610 west loop,after ih-610 west loop,dire court,290 dire court,us 290 dire court,conne court,direct conne court,290 direct conne court"
882,"toll way,houston toll way,sam houston toll way,sam plaza,north sam plaza,at north sam plaza"
883,"ella boulevard,at ella boulevard,eastbound at ella boulevard,wa terrace,high wa terrace,- high wa terrace"
884,"w estate,we street,toll way,houston toll way,sam houston toll way,memorial drive,at memorial drive,southbound at memorial drive,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
885,"belt way,8-ea street,beltway 8-ea street,wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
886,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,lauder road,at lauder road,southbound at lauder road,wa terrace,high wa terrace,- high wa terrace"
887,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,north loop,ih-610 north loop,at ih-610 north loop,wa terrace,high wa terrace,- high wa terrace"
888,"w estate,we street,toll way,houston toll way,sam houston toll way,wa terrace,high wa terrace,- high wa terrace"
889,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,lee road,at lee road,southbound at lee road,wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
890,"grand parkway,sh-99 grand parkway,park way,grand park way,sh-99 grand park way,w estate,- w estate,parkway - w estate,we street,- we street,parkway - we street,northw estate,290 northw estate,us 290 northw estate,northwe street,290 northwe street,us 290 northwe street,wa terrace,high wa terrace,- high wa terrace"
891,"gu loaf,ih-45 gu loaf,wa terrace,high wa terrace,- high wa terrace"
892,"wa terrace,high wa terrace,- high wa terrace"
893,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,north loop,ih-610 north loop,at ih-610 north loop,wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
894,"wa terrace,high wa terrace,- high wa terrace"
895,"wa terrace,high wa terrace,- high wa terrace"
896,"northw estate,us-290 northw estate,northwe street,us-290 northwe street,wa terrace,high wa terrace,- high wa terrace,frontage road,3 frontage road,affected: 3 frontage road"
897,"toll way,houston toll way,sam houston toll way,po street,s po street,at s po street,wa terrace,high wa terrace,- high wa terrace,1 ramp,affected: 1 ramp,lanes affected: 1 ramp"
898,"ea street,toll way,houston toll way,sam houston toll way,channeltoll bridge,ship channeltoll bridge,at ship channeltoll bridge,b ridge,channeltoll b ridge,ship channeltoll b ridge"
899,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,north loop,ih-610 north loop,at ih-610 north loop,wa terrace,high wa terrace,- high wa terrace"
900,"walker street,at walker street,southbound at walker street,wa terrace,high wa terrace,- high wa terrace"
901,"wa terrace,high wa terrace,- high wa terrace"
902,"eastex freeway,ih-69 eastex freeway,free way,eastex free way,ih-69 eastex free way,lauder road,at lauder road,southbound at lauder road,wa terrace,high wa terrace,- high wa terrace,frontage road,4 frontage road,affected: 4 frontage road"
